Name,Phone Number,Province,Sport,Game Attendance,Age,Called,Call Center,Call Outcome,Applied,Decision
Jordan Kramer,912247826247,Quebec,tennis,0.67,68,True,East,not interested,False,
Azul Hartman,852616124955,New Brunswick,cricket,0.25,19,False,East,,,
Ivy Cervantes,263266454692,Manitoba,tennis,0.62,27,False,South,,,
Jamal Wilkinson,668862964908,Ontario,baseball,0.69,19,False,South,,,
Evelyn Warner,774817857487,Ontario,tennis,0.31,27,False,South,,,
Lauren Valencia,650577823984,Quebec,baseball,0.78,22,True,East,interested,True,rejected
Aidan Hardy,437813244263,Alberta,soccer,0.76,30,False,West,,,
Rebekah Hale,70978780160,Manitoba,ice hockey,0.46,20,True,South,not interested,False,
Tate Price,739100156116,British Columbia,baseball,0.48,26,False,West,,,
Annabel Mahoney,833383994832,British Columbia,baseball,0.5,111,False,West,,,
Brycen Callahan,953289016484,Saskatchewan,tennis,0.58,39,False,West,,,
Tucker Tyler,182380300572,Ontario,ice hockey,0.2,21,False,South,,,
Dayanara Li,520227519266,Manitoba,baseball,0.45,25,False,South,,,
Kailee Garcia,988012786155,Quebec,soccer,0.84,57,False,East,,,
Trevor Ross,882057065214,Saskatchewan,ice hockey,0.15,20,False,West,,,
Jagger Cross,869462724655,Quebec,tennis,0.43,39,False,East,,,
Sonia Mann,655989081070,Ontario,ice hockey,0.73,49,False,South,,,
Antonio Buckley,471777143461,Saskatchewan,tennis,0.42,21,False,West,,,
Cheyanne Frye,204158685956,British Columbia,basketball,0.22,21,False,West,,,
Luna Richards,306221469040,Ontario,ice hockey,0.75,73,False,South,,,
Lucille Suarez,711544808024,Manitoba,baseball,0.7,44,True,South,interested,True,rejected
Alyssa Fry,373502710407,Alberta,cricket,0.45,20,False,West,,,
Leticia Ford,59913212155,Quebec,baseball,0.89,22,False,East,,,
Layton Prince,347027603894,Manitoba,soccer,0.33,81,False,South,,,
Lilly Wilcox,896447798927,British Columbia,soccer,0.31,53,True,West,not interested,False,
Myah Lane,156292844269,Manitoba,baseball,0.47,25,True,South,interested,True,rejected
Cara Chavez,661943338427,Saskatchewan,soccer,0.46,19,False,West,,,
Sanai Cherry,441012073095,Ontario,cricket,0.24,100,False,South,,,
Issac Pruitt,67022078926,Ontario,baseball,0.38,64,True,South,interested,False,
Brayden Hogan,391739178377,Ontario,soccer,0.64,18,True,South,interested,True,approved
Joy Bernard,504460628980,Newfoundland and Labrador,basketball,0.77,46,True,East,interested,True,rejected
Skylar Allen,915085707931,British Columbia,rugby,0.07,30,False,West,,,
Felix Zamora,730581362719,British Columbia,ice hockey,0.23,39,False,West,,,
Mauricio Avery,324587535365,British Columbia,ice hockey,0.58,68,False,West,,,
Annika Zuniga,899302452981,Ontario,soccer,0.46,24,True,South,not interested,False,
Luna Stein,176975030337,Nova Scotia,soccer,0.44,60,False,East,,,
Crystal Lucas,131297001336,Alberta,soccer,0.2,38,False,West,,,
Tyree Riley,696977109876,Manitoba,baseball,0.37,32,False,South,,,
Tanya Sparks,751346820990,Quebec,soccer,0.41,56,True,East,not interested,False,
Colten Richmond,17358709790,Ontario,ice hockey,0.17,30,False,South,,,
Sheldon Gray,753667578657,Ontario,tennis,0.46,22,True,South,interested,True,rejected
Jaxon Jacobs,72356140710,Ontario,tennis,0.72,35,False,South,,,
Charlee Ferguson,546833085761,Alberta,ice hockey,0.65,22,True,West,not interested,False,
Mckayla Barron,841209853927,Alberta,baseball,0.8,30,True,West,not interested,False,
Avah Simmons,970597422714,Quebec,cricket,0.62,18,False,East,,,
Jerome Donaldson,353571297900,Nova Scotia,tennis,0.34,67,True,East,not interested,False,
Macey Vega,490039416031,Nova Scotia,ice hockey,0.1,20,False,East,,,
Nola Hurley,216612877984,Manitoba,soccer,0.63,38,False,South,,,
Kamari Rocha,231143371582,Saskatchewan,basketball,0.66,80,False,West,,,
Evangeline Short,915234150911,Newfoundland and Labrador,ice hockey,0.39,28,False,East,,,
Rashad Velez,895128689544,Alberta,baseball,0.4,19,False,West,,,
Urijah Conrad,465240977864,Alberta,ice hockey,0.25,27,False,West,,,
Chace Murillo,128417344976,Ontario,ice hockey,0.18,66,True,South,not interested,False,
Dixie Duncan,720295077273,Saskatchewan,soccer,0.48,44,True,West,interested,True,rejected
Johanna Foley,822756571894,Alberta,baseball,0.46,29,False,West,,,
Carlos Duke,61737653657,British Columbia,soccer,0.37,60,False,West,,,
Jovan Phillips,152500703141,New Brunswick,tennis,0.91,31,False,East,,,
Jamir Leach,495353496329,Ontario,baseball,0.64,36,True,South,interested,True,rejected
Jamya Singleton,825853550011,Quebec,ice hockey,0.78,18,True,East,interested,True,approved
Makenna Smith,33110451329,Ontario,tennis,0.89,23,True,South,dead line,False,
Shyla Simon,190536776112,Quebec,tennis,0.51,28,False,East,,,
Landon Ford,810031342035,Alberta,ice hockey,0.37,22,False,West,,,
Jaelynn Glass,679029433767,Ontario,ice hockey,0.74,20,False,South,,,
James Massey,185959537647,Nova Scotia,soccer,0.15,42,True,East,not interested,False,
Bailey Mccormick,457723269658,Quebec,soccer,0.51,38,False,East,,,
Kylee Sawyer,950962196162,Prince Edward Island,cricket,0.13,23,False,East,,,
Kaylie George,778266098548,Ontario,baseball,0.5,92,False,South,,,
Shawn Callahan,104273828174,Ontario,soccer,0.27,18,True,South,interested,True,rejected
Hadley Holmes,878451532084,Saskatchewan,basketball,0.33,53,False,West,,,
Judith Moreno,471738372814,British Columbia,baseball,0.27,19,False,West,,,
Dominique Duran,310135456782,Nova Scotia,baseball,0.33,18,False,East,,,
Jenny Key,856563093884,New Brunswick,soccer,0.2,25,False,East,,,
Kassandra Bullock,340680391524,Manitoba,ice hockey,0.33,43,False,South,,,
Jensen Sherman,248842530622,British Columbia,cricket,0.54,24,False,West,,,
Jordyn Serrano,450964143769,Nova Scotia,baseball,0.68,19,True,East,interested,True,rejected
Camren Braun,102682266336,Ontario,soccer,0.16,21,False,South,,,
Talia Mccoy,938857023694,Ontario,rugby,0.65,84,True,South,not interested,False,
Ali Krause,846070504407,Ontario,cricket,0.27,22,False,South,,,
Justin Wiley,365773318465,Alberta,baseball,0.24,24,False,West,,,
Erik Garner,997001040100,Manitoba,baseball,0.72,21,False,South,,,
Elias Wong,297641512565,Alberta,baseball,0.31,46,False,West,,,
Isabell Costa,790866677291,Ontario,baseball,0.1,35,True,South,not interested,False,
Cheyanne Tate,58175834275,Quebec,soccer,0.26,56,False,East,,,
Rogelio Rogers,6203461548,Manitoba,cricket,0.28,20,False,South,,,
Dalia Larsen,691628779409,Ontario,tennis,0.93,38,False,South,,,
Aron Roach,971808763503,Quebec,cricket,0.15,42,False,East,,,
Rodolfo Brewer,36772580098,Alberta,ice hockey,0.13,30,False,West,,,
Kyle Alexander,70715373112,Prince Edward Island,baseball,0.49,78,True,East,interested,False,
Aliyah Gilbert,148466150407,Ontario,baseball,0.26,39,False,South,,,
Trace Coffey,558883131511,Newfoundland and Labrador,ice hockey,0.56,57,False,East,,,
Makenna Roman,957557721495,British Columbia,soccer,0.17,38,False,West,,,
Andreas Montoya,952399061540,Quebec,ice hockey,0.26,25,False,East,,,
Paisley Cohen,84425961361,Ontario,ice hockey,0.54,23,False,South,,,
Catalina Roach,327390791887,Alberta,soccer,0.28,26,False,West,,,
Emerson Nunez,992124638982,Saskatchewan,soccer,0.58,35,False,West,,,
Myah Sanchez,503946427442,Ontario,tennis,0.91,48,False,South,,,
Melvin Townsend,938779177671,British Columbia,rugby,0.69,22,False,West,,,
Kale Mullen,307278875882,Manitoba,baseball,0.87,22,False,South,,,
Eden Foster,29044574162,British Columbia,baseball,0.54,39,True,West,interested,True,rejected
Calvin Simmons,301271933964,Manitoba,cricket,0.59,19,False,South,,,
Kailee Conley,367121824856,Alberta,baseball,0.79,26,False,West,,,
Kyla Massey,447716424194,Manitoba,ice hockey,0.76,38,True,South,not interested,False,
Mia Doyle,62801005023,Ontario,ice hockey,0.57,18,False,South,,,
Aldo Walls,707902578529,Manitoba,ice hockey,0.73,22,False,South,,,
Kade Ross,51034029606,Ontario,baseball,0.69,50,False,South,,,
Gemma Anderson,675221490058,Nova Scotia,ice hockey,0.3,44,True,East,not interested,False,
Antonio Odom,408637974212,Newfoundland and Labrador,baseball,0.64,57,False,East,,,
Hezekiah Thornton,86670966310,Quebec,baseball,0.45,42,False,East,,,
Wayne Sawyer,808454360810,Manitoba,cricket,0.49,66,False,South,,,
Kolten Gentry,276041006529,Saskatchewan,ice hockey,0.56,22,False,West,,,
Keely Armstrong,46319082365,Alberta,soccer,0.11,29,True,West,not interested,False,
Kaylin Gomez,633466878152,Alberta,soccer,0.14,49,False,West,,,
Jane Vasquez,216618587384,Manitoba,ice hockey,0.16,88,False,South,,,
Sophie Bartlett,24459390365,Saskatchewan,cricket,0.65,21,False,West,,,
Rudy Mcintosh,616152935398,Quebec,soccer,0.46,34,True,East,not interested,False,
Whitney Sparks,971145265766,Quebec,baseball,0.61,21,False,East,,,
Alexandria Livingston,357696069885,New Brunswick,baseball,0.69,24,False,East,,,
Omari Maxwell,839702587976,Ontario,cricket,0.39,19,True,South,interested,True,rejected
Gemma Thomas,273434992621,Prince Edward Island,ice hockey,0.74,20,False,East,,,
Erik Flowers,152843656160,Manitoba,ice hockey,0.28,38,False,South,,,
Davis Vance,249461026731,Nova Scotia,soccer,0.36,20,False,East,,,
Johan Jacobs,178982534708,Ontario,tennis,0.72,33,True,South,interested,True,approved
Marley Lee,222076300668,British Columbia,baseball,0.14,29,True,West,interested,False,
Lucas Jordan,888117334357,Saskatchewan,soccer,0.44,90,False,West,,,
Santiago Acevedo,298311795749,Alberta,soccer,0.13,29,False,West,,,
London Lam,259788941327,Quebec,cricket,0.6,18,False,East,,,
Marlee Ware,159658942996,Quebec,ice hockey,0.48,58,False,East,,,
Adan Keith,908695504586,Alberta,cricket,0.08,48,True,West,interested,False,
Aryan Foster,236415592760,Alberta,soccer,0.64,28,False,West,,,
Bianca Guzman,198373175154,Ontario,cricket,0.85,25,False,South,,,
Kaliyah Page,821049699621,New Brunswick,tennis,0.35,23,True,East,not interested,False,
Libby Choi,708762281232,Quebec,tennis,0.62,22,False,East,,,
Summer Humphrey,670437141061,Saskatchewan,baseball,0.26,60,False,West,,,
Karsyn Alvarado,96623616635,Manitoba,ice hockey,0.62,51,False,South,,,
Payton Carr,469631500779,Prince Edward Island,tennis,0.72,23,True,East,interested,True,rejected
Rowan Lowe,36940423490,Ontario,cricket,0.31,61,True,South,not interested,False,
Nigel Long,363696988295,Quebec,baseball,0.3,50,True,East,dead line,False,
Philip Harrison,25355274824,Quebec,tennis,0.26,58,False,East,,,
Christian Gray,822384283453,Alberta,soccer,0.71,20,False,West,,,
German Doyle,11044618821,Northwest Territories,baseball,0.65,29,False,North,,,
Jadon Velazquez,711489503949,Saskatchewan,soccer,0.32,19,False,West,,,
Moses Lee,563369234120,Northwest Territories,soccer,0.19,51,False,North,,,
Kiana Rasmussen,645532311158,British Columbia,ice hockey,0.21,28,True,West,not interested,False,
Grace Cantrell,75385836797,Prince Edward Island,ice hockey,0.39,88,False,East,,,
Lennon Roberson,686552312326,Newfoundland and Labrador,ice hockey,0.43,44,False,East,,,
Hayden Perez,999166505871,Ontario,ice hockey,0.45,35,False,South,,,
Konnor Mcguire,910960621263,Manitoba,baseball,0.13,47,True,South,interested,True,rejected
Justin Pope,521862153506,Ontario,tennis,0.54,67,False,South,,,
Jayden Daugherty,288380266500,Saskatchewan,ice hockey,0.6,47,False,West,,,
Aiden Harrell,956125654209,Ontario,soccer,0.73,36,False,South,,,
Remington Moran,15664859147,Ontario,ice hockey,0.13,39,False,South,,,
Kara Page,293688295105,Alberta,soccer,0.3,23,False,West,,,
Eve Figueroa,798594070231,Ontario,rugby,0.41,29,True,South,not interested,False,
Amirah Guerrero,209314360192,Quebec,ice hockey,0.61,32,False,East,,,
Leo Nguyen,307256169300,Ontario,ice hockey,0.38,28,False,South,,,
Amiya Fields,25003059363,British Columbia,baseball,0.79,21,False,West,,,
Yoselin Bowen,121736034358,Manitoba,ice hockey,0.12,29,False,South,,,
Emelia Gibbs,276819075449,Saskatchewan,ice hockey,0.56,22,False,West,,,
Jadon Willis,978621499227,Ontario,soccer,0.48,52,True,South,dead line,False,
Jacoby Reeves,649918754790,Ontario,baseball,0.19,121,False,South,,,
Emanuel Norman,639175483039,Quebec,baseball,0.56,40,True,East,not interested,False,
Xavier Nixon,351566829356,Saskatchewan,cricket,0.35,43,False,West,,,
Elias Lucero,4693565504,Quebec,ice hockey,0.34,42,True,East,not interested,False,
Christopher Padilla,934210215353,Quebec,baseball,0.4,26,False,East,,,
Alex Singh,700968904030,New Brunswick,soccer,0.62,46,False,East,,,
Genevieve Hobbs,704877574756,Alberta,ice hockey,0.32,18,True,West,not interested,False,
Uriel Gallegos,462784600205,Nova Scotia,ice hockey,0.49,20,False,East,,,
Bradley Vincent,929823779802,Newfoundland and Labrador,ice hockey,0.92,20,False,East,,,
Perla Hughes,560797296087,Quebec,ice hockey,0.08,40,False,East,,,
Tessa Townsend,10163164344,Quebec,cricket,0.56,37,False,East,,,
Madyson Walton,651794728810,Manitoba,ice hockey,0.17,37,True,South,not interested,False,
Cierra Newton,527132862189,Ontario,ice hockey,0.39,49,False,South,,,
Miley Randall,448716046200,Quebec,baseball,0.21,32,False,East,,,
Yasmine Underwood,64641107168,Alberta,baseball,0.11,58,True,West,dead line,False,
Mark Roy,124571246418,Quebec,ice hockey,0.4,84,True,East,interested,True,approved
Hassan Blair,773643355622,Ontario,soccer,0.67,32,True,South,interested,True,approved
Cruz Dawson,402251697372,British Columbia,soccer,0.12,36,False,West,,,
Elyse Reed,178379189117,Manitoba,cricket,0.45,25,False,South,,,
Pranav Andrade,869641136808,Manitoba,cricket,0.56,37,False,South,,,
Emelia Webb,107961213938,Ontario,ice hockey,0.66,55,False,South,,,
Lilia Petty,645826367898,Saskatchewan,ice hockey,0.29,50,False,West,,,
Raphael Fritz,775043117074,Ontario,ice hockey,0.84,29,False,South,,,
Cesar Farrell,324534424783,Alberta,cricket,0.15,56,False,West,,,
Hazel Peters,20799984133,Nova Scotia,baseball,0.4,72,True,East,interested,True,rejected
Elvis Patrick,341447994200,Ontario,rugby,0.11,37,False,South,,,
Karter Mitchell,53941520355,New Brunswick,baseball,0.34,20,False,East,,,
Nikolas Boone,271273811980,Newfoundland and Labrador,rugby,0.42,28,False,East,,,
Izayah Obrien,520638963219,Ontario,cricket,0.78,80,True,South,interested,False,
Marina Odom,582277817528,Ontario,baseball,0.29,18,False,South,,,
Alondra Lane,250221848926,Quebec,ice hockey,0.72,19,False,East,,,
Lorena Hampton,45642285644,Ontario,ice hockey,0.65,37,False,South,,,
Ayanna Reyes,289007518454,Alberta,rugby,0.32,34,False,West,,,
Rosemary Middleton,33920612406,Ontario,tennis,0.19,61,True,South,not interested,False,
Aidan Roach,544819102625,New Brunswick,tennis,0.61,24,False,East,,,
Javion Paul,719139064881,Newfoundland and Labrador,soccer,0.23,24,False,East,,,
Rhys Frye,429889858336,Quebec,soccer,0.72,24,False,East,,,
Zane Sweeney,314923326556,Saskatchewan,baseball,0.44,48,False,West,,,
Kaya Cowan,801844049584,Ontario,soccer,0.77,48,False,South,,,
Alia Carson,171567601217,Alberta,soccer,0.92,22,True,West,not interested,False,
Hanna Larsen,434757009395,Quebec,soccer,0.52,28,True,East,interested,True,rejected
Annie Horne,782626404929,Nova Scotia,baseball,0.25,49,False,East,,,
Yazmin Burns,351849926796,Ontario,ice hockey,0.5,30,False,South,,,
Steve Velez,394369696904,Saskatchewan,ice hockey,0.68,31,False,West,,,
Annika Mcguire,707820293302,Prince Edward Island,soccer,0.17,38,False,East,,,
Talan Russell,339965987112,Nova Scotia,baseball,0.69,32,False,East,,,
Zain Petty,595053439036,Saskatchewan,cricket,0.47,35,False,West,,,
Amelie Braun,972723338636,Alberta,cricket,0.28,39,False,West,,,
Darion Velasquez,597813943435,Ontario,tennis,0.41,20,True,South,not interested,False,
Paul Allison,85625055185,Ontario,ice hockey,0.52,37,False,South,,,
Melvin Riggs,509575096445,Nova Scotia,soccer,0.46,52,False,East,,,
Yahir Wheeler,240440713747,Alberta,ice hockey,0.3,59,False,West,,,
Corinne Villa,968160376301,Saskatchewan,soccer,0.5,29,False,West,,,
Joel Andrews,891510391916,Yukon,cricket,0.25,83,True,North,not interested,False,
Micah Schmidt,711452256460,Ontario,rugby,0.53,19,True,South,not interested,False,
Leyla Brandt,144545980936,Quebec,ice hockey,0.63,34,False,East,,,
Zander Barnett,965518173293,Alberta,ice hockey,0.14,38,False,West,,,
Javion Ramos,498903649144,British Columbia,cricket,0.55,27,True,West,interested,False,
Tommy Lang,888099052273,Saskatchewan,soccer,0.68,91,False,West,,,
Jayce Howell,103653031320,Nova Scotia,rugby,0.52,37,False,East,,,
Andy Singleton,895959783730,Saskatchewan,ice hockey,0.12,25,False,West,,,
Salvador Dickerson,83502073762,Alberta,baseball,0.34,19,False,West,,,
Dallas Rice,933985262936,Manitoba,ice hockey,0.38,35,False,South,,,
Broderick Andrews,657495380287,Quebec,baseball,0.64,33,True,East,not interested,False,
Danika Stewart,518832603463,Manitoba,ice hockey,0.4,24,False,South,,,
Mallory Dickson,178169612826,Newfoundland and Labrador,soccer,0.7,33,True,East,interested,True,rejected
Miah Sparks,766110481464,Manitoba,ice hockey,0.44,85,False,South,,,
Matthias Mooney,421728581848,Alberta,ice hockey,0.35,21,False,West,,,
Kane Vargas,900316332545,British Columbia,ice hockey,0.51,31,False,West,,,
Madeline Mejia,628778629536,Newfoundland and Labrador,ice hockey,0.55,46,False,East,,,
Kole Benitez,328808638531,Alberta,baseball,0.16,23,True,West,not interested,False,
Maia Holden,556032640847,British Columbia,baseball,0.5,25,False,West,,,
Johnny Mclean,663077467561,Manitoba,rugby,0.24,27,False,South,,,
Emmett Wood,11064193138,British Columbia,baseball,0.33,25,False,West,,,
Alivia Conley,552139877330,Newfoundland and Labrador,baseball,0.34,28,True,East,interested,False,
Jaylyn Quinn,905801970756,Saskatchewan,cricket,0.17,22,False,West,,,
Adyson Davidson,44271494299,Nova Scotia,soccer,0.6,20,True,East,interested,True,rejected
Tamia Graham,440416621944,Alberta,ice hockey,0.26,78,False,West,,,
Emilio Hinton,65938668064,Manitoba,baseball,0.5,25,False,South,,,
Kadin Daniel,669995072669,Quebec,soccer,0.91,22,False,East,,,
Marisol Pratt,310793924451,Nova Scotia,baseball,0.31,58,False,East,,,
Victor Bautista,554169133036,New Brunswick,tennis,0.09,75,False,East,,,
Bethany Choi,122619957060,Manitoba,tennis,0.27,29,False,South,,,
Davian Logan,811202536665,Quebec,basketball,0.53,21,False,East,,,
Zackery Burnett,514133391288,British Columbia,ice hockey,0.67,38,True,West,not interested,False,
